"Name","Length","LastWriteTime"
"9B18C008.docx","66319","12/3/2023 11:12:50 PM"
"9B18C009.docx","80865","12/3/2023 11:12:51 PM"
"9B18C010.docx","78524","12/3/2023 11:12:51 PM"
"9B18C011.docx","83660","12/3/2023 11:12:51 PM"
"9B18C012.docx","296877","12/3/2023 11:12:51 PM"
"9B18C013.docx","2600798","12/3/2023 11:12:51 PM"
"9B18C014.docx","80817","12/3/2023 11:12:52 PM"
"9B18C015.docx","125637","12/3/2023 11:12:52 PM"
"9B18C016.docx","61066","12/3/2023 11:12:52 PM"
"9B18C017.docx","909832","12/3/2023 11:12:52 PM"
"9B18C018.docx","489917","12/3/2023 11:12:55 PM"
"9B18C019.docx","345571","12/3/2023 11:12:55 PM"
"9B18C020.docx","171801","12/3/2023 11:12:56 PM"
"9B18C021.docx","146481","12/3/2023 11:12:56 PM"
"9B18C022.docx","106750","12/3/2023 11:12:56 PM"
"9B18C023.docx","205768","12/3/2023 11:12:56 PM"
"9B18C024.docx","235161","12/3/2023 11:12:57 PM"
"9B18C025.docx","60748","12/3/2023 11:12:57 PM"
"9B18C026.docx","69536","12/3/2023 11:12:57 PM"
"9B18C027.docx","81114","12/3/2023 11:12:57 PM"
"9B18C028.docx","1491820","12/3/2023 11:12:57 PM"
"9B18C030.docx","78909","12/3/2023 11:12:58 PM"
"9B18C031.docx","67548","12/3/2023 11:12:58 PM"
"9B18C032.docx","63622","12/3/2023 11:12:58 PM"
"9B18C033.docx","441095","12/3/2023 11:12:58 PM"
"9B18C034.docx","54298","12/3/2023 11:12:58 PM"
"9B18C035.docx","47811","12/3/2023 11:12:59 PM"
"9B18C036.docx","47053","12/3/2023 11:12:59 PM"
"9B18C037.docx","47028","12/3/2023 11:12:59 PM"
"9B18C038.docx","48870","12/3/2023 11:12:59 PM"
"9B18C039.docx","101343","12/3/2023 11:13:00 PM"
"9B18C040.docx","88016","12/3/2023 11:13:00 PM"
"9B18C041.docx","287453","12/3/2023 11:13:00 PM"
"9B18C042.docx","65101","12/3/2023 11:13:00 PM"
"9B18C043.docx","702017","12/3/2023 11:13:01 PM"
"9B18C044.docx","90453","12/3/2023 11:13:01 PM"
"9B18C045.docx","73698","12/3/2023 11:13:01 PM"
"9B18C046.docx","89722","12/3/2023 11:13:01 PM"
"9B18C047.docx","103845","12/3/2023 11:13:02 PM"
"9B18C048.docx","1553589","12/3/2023 11:13:02 PM"
"9B18C050.docx","65051","12/3/2023 11:13:02 PM"
"9B18D001.docx","1084358","12/3/2023 11:13:02 PM"
"9B18D002.docx","1162290","12/3/2023 11:13:03 PM"
"9B18D004.docx","161455","12/3/2023 11:13:03 PM"
"9B18D005.docx","74457","12/3/2023 11:13:03 PM"
"9B18D006.docx","256887","12/3/2023 11:13:04 PM"
"9B18D007.docx","1660278","12/3/2023 11:13:04 PM"
"9B18D008.docx","2624918","12/3/2023 11:13:04 PM"
"9B18D009.docx","323535","12/3/2023 11:13:05 PM"
"9B18D010.docx","1157342","12/3/2023 11:13:05 PM"
"9B18D011.docx","75249","12/3/2023 11:13:05 PM"
"9B18D012.docx","206273","12/3/2023 11:13:06 PM"
"9B18D013.docx","1071865","12/3/2023 11:13:06 PM"
"9B18D014.docx","489315","12/3/2023 11:13:07 PM"
"9B18D015.docx","54517","12/3/2023 11:13:07 PM"
"9B18D016.docx","6404452","12/3/2023 11:13:07 PM"
"9B18D017.docx","737647","12/3/2023 11:13:07 PM"
"9B18D018.docx","74074","12/3/2023 11:13:07 PM"
"9B18D019.docx","135971","12/3/2023 11:13:08 PM"
"9B18D020.docx","795415","12/3/2023 11:13:08 PM"
"9B18D021.docx","2622697","12/3/2023 11:13:08 PM"
"9B18D022.docx","550765","12/3/2023 11:13:09 PM"
"9B18D023.docx","110206","12/3/2023 11:13:09 PM"
"9B18D024.docx","53830","12/3/2023 11:13:09 PM"
"9B18D025.docx","47283","12/3/2023 11:13:09 PM"
"9B18D026.docx","51278","12/3/2023 11:13:09 PM"
"9B18E001.docx","60957","12/3/2023 11:13:10 PM"
"9B18E002.docx","1475384","12/3/2023 11:13:10 PM"
"9B18E003.docx","2323795","12/3/2023 11:13:13 PM"
"9B18E004.docx","1100820","12/3/2023 11:13:13 PM"
"9B18E005.docx","65196","12/3/2023 11:13:13 PM"
"9B18E006.docx","210949","12/3/2023 11:13:13 PM"
"9B18E007.docx","394715","12/3/2023 11:13:14 PM"
"9B18E008.docx","327095","12/3/2023 11:13:14 PM"
"9B18E009.docx","10642203","12/3/2023 11:13:15 PM"
"9B18E010.docx","334881","12/3/2023 11:13:15 PM"
"9B18E011.docx","3922108","12/3/2023 11:13:15 PM"
"9B18E012.docx","246766","12/3/2023 11:13:16 PM"
"9B18E013.docx","76485","12/3/2023 11:13:16 PM"
"9B18E014.docx","495173","12/3/2023 11:13:16 PM"
"9B18E015.docx","59403","12/3/2023 11:13:16 PM"
"9B18E016.docx","1307130","12/3/2023 11:13:17 PM"
"9B18E017.docx","989726","12/3/2023 11:13:17 PM"
"9B18E018.docx","193333","12/3/2023 11:13:17 PM"
"9B18E019.docx","62990","12/3/2023 11:13:17 PM"
"9B18E020.docx","60615","12/3/2023 11:13:17 PM"
"9B18M001.docx","153159","12/3/2023 11:13:18 PM"
"9B18M002.docx","115790","12/3/2023 11:13:18 PM"
"9B18M003.docx","326243","12/3/2023 11:13:18 PM"
"9B18M004.docx","384959","12/3/2023 11:13:19 PM"
"9B18M006.docx","198529","12/3/2023 11:13:19 PM"
"9B18M007.docx","1012184","12/3/2023 11:13:19 PM"
"9B18M008.docx","789413","12/3/2023 11:13:19 PM"
"9B18M009.docx","1588606","12/3/2023 11:13:19 PM"
"9B18M010.docx","65007","12/3/2023 11:13:20 PM"
"9B18M011.docx","111898","12/3/2023 11:13:20 PM"
"9B18M012.docx","100435","12/3/2023 11:13:20 PM"
"9B18M013.docx","126851","12/3/2023 11:13:20 PM"
"9B18M014.docx","54973","12/3/2023 11:13:21 PM"
"9B18M016.docx","52221","12/3/2023 11:13:21 PM"
"9B18M017.docx","211766","12/3/2023 11:13:21 PM"
"9B18M019.docx","106590","12/3/2023 11:13:21 PM"
"9B18M020.docx","1010155","12/3/2023 11:13:21 PM"
"9B18M022.docx","231682","12/3/2023 11:13:22 PM"
"9B18M023.docx","423528","12/3/2023 11:13:22 PM"
"9B18M024.docx","532517","12/3/2023 11:13:22 PM"
"9B18M025.docx","48473","12/3/2023 11:13:22 PM"
"9B18M026.docx","107539","12/3/2023 11:13:22 PM"
"9B18M027.docx","788084","12/3/2023 11:13:23 PM"
"9B18M028.docx","204256","12/3/2023 11:13:23 PM"
"9B18M029.docx","291748","12/3/2023 11:13:23 PM"
"9B18M030.docx","255662","12/3/2023 11:13:23 PM"
"9B18M031.docx","139136","12/3/2023 11:13:23 PM"
"9B18M032.docx","143793","12/3/2023 11:13:24 PM"
"9B18M033.docx","96820","12/3/2023 11:13:24 PM"
"9B18M034.docx","307931","12/3/2023 11:13:24 PM"
"9B18M035.docx","1484095","12/3/2023 11:13:24 PM"
"9B18M036.docx","110798","12/3/2023 11:13:25 PM"
"9B18M038.docx","86980","12/3/2023 11:13:25 PM"
"9B18M039.docx","134951","12/3/2023 11:13:25 PM"
"9B18M041.docx","200959","12/3/2023 11:13:26 PM"
"9B18M042.docx","377701","12/3/2023 11:13:26 PM"
"9B18M044.docx","1292457","12/3/2023 11:13:26 PM"
"9B18M045.docx","107960","12/3/2023 11:13:27 PM"
"9B18M046.docx","102304","12/3/2023 11:13:27 PM"
"9B18M047.docx","63444","12/3/2023 11:13:27 PM"
"9B18M048.docx","55538","12/3/2023 11:13:27 PM"
"9B18M049.docx","84448","12/3/2023 11:13:27 PM"
"9B18M050.docx","72692","12/3/2023 11:13:27 PM"
"9B18M051.docx","93173","12/3/2023 11:13:27 PM"
"9B18M052.docx","65621","12/3/2023 11:13:27 PM"
"9B18M053.docx","53899","12/3/2023 11:13:28 PM"
"9B18M054.docx","64291","12/3/2023 11:13:28 PM"
"9B18M055.docx","53923","12/3/2023 11:13:28 PM"
"9B18M056.docx","73005","12/3/2023 11:13:28 PM"
"9B18M057.docx","57676","12/3/2023 11:13:28 PM"
"9B18M058.docx","58667","12/3/2023 11:13:29 PM"
"9B18M059.docx","112963","12/3/2023 11:13:29 PM"
"9B18M060.docx","114104","12/3/2023 11:13:29 PM"
"9B18M061.docx","254615","12/3/2023 11:13:29 PM"
"9B18M062.docx","156086","12/3/2023 11:13:30 PM"
"9B18M063.docx","483296","12/3/2023 11:13:30 PM"
"9B18M064.docx","99368","12/3/2023 11:13:30 PM"
"9B18M065.docx","273721","12/3/2023 11:13:30 PM"
"9B18M066.docx","87048","12/3/2023 11:13:30 PM"
"9B18M067.docx","491811","12/3/2023 11:13:30 PM"
"9B18M068.docx","79639","12/3/2023 11:13:31 PM"
"9B18M069.docx","104749","12/3/2023 11:13:31 PM"
"9B18M070.docx","68774","12/3/2023 11:13:31 PM"
"9B18M071.docx","122830","12/3/2023 11:13:31 PM"
"9B18M072.docx","66046","12/3/2023 11:13:32 PM"
"9B18M073.docx","3167642","12/3/2023 11:13:32 PM"
"9B18M074.docx","1825455","12/3/2023 11:13:33 PM"
"9B18M075.docx","75363","12/3/2023 11:13:33 PM"
"9B18M076.docx","548157","12/3/2023 11:13:33 PM"
"9B18M077.docx","833322","12/3/2023 11:13:34 PM"
"9B18M078.docx","119059","12/3/2023 11:13:34 PM"
"9B18M079.docx","78655","12/3/2023 11:13:35 PM"
"9B18M080.docx","75512","12/3/2023 11:13:35 PM"
"9B18M081.docx","79949","12/3/2023 11:13:35 PM"
"9B18M082.docx","147798","12/3/2023 11:13:35 PM"
"9B18M083.docx","678952","12/3/2023 11:13:35 PM"
"9B18M084.docx","155270","12/3/2023 11:13:35 PM"
"9B18M085.docx","76907","12/3/2023 11:13:36 PM"
"9B18M086.docx","1743144","12/3/2023 11:13:36 PM"
"9B18M087.docx","90944","12/3/2023 11:13:36 PM"
"9B18M088.docx","509765","12/3/2023 11:13:37 PM"
"9B18M089.docx","211187","12/3/2023 11:13:37 PM"
"9B18M090.docx","345961","12/3/2023 11:13:37 PM"
"9B18M091.docx","110155","12/3/2023 11:13:37 PM"
"9B18M092.docx","94773","12/3/2023 11:13:37 PM"
"9B18M093.docx","75535","12/3/2023 11:13:37 PM"
"9B18M094.docx","88797","12/3/2023 11:13:38 PM"
"9B18M095.docx","153568","12/3/2023 11:13:38 PM"
"9B18M096.docx","94991","12/3/2023 11:13:38 PM"
"9B18M097.docx","118037","12/3/2023 11:13:38 PM"
"9B18M098.docx","85622","12/3/2023 11:13:38 PM"
"9B18M099.docx","1760407","12/3/2023 11:13:38 PM"
"9B18M100.docx","82895","12/3/2023 11:13:39 PM"
"9B18M101.docx","104671","12/3/2023 11:13:39 PM"
"9B18M102.docx","83500","12/3/2023 11:13:39 PM"
"9B18M103.docx","317842","12/3/2023 11:13:39 PM"
"9B18M104.docx","94455","12/3/2023 11:13:39 PM"
"9B18M105.docx","71439","12/3/2023 11:13:40 PM"
"9B18M106.docx","256398","12/3/2023 11:13:40 PM"
"9B18M107.docx","741986","12/3/2023 11:13:40 PM"
"9B18M108.docx","351423","12/3/2023 11:13:41 PM"
"9B18M109.docx","85855","12/3/2023 11:13:41 PM"
"9B18M110.docx","141785","12/3/2023 11:13:41 PM"
"9B18M111.docx","118334","12/3/2023 11:13:41 PM"
"9B18M112.docx","131171","12/3/2023 11:13:41 PM"
"9B18M113.docx","638943","12/3/2023 11:13:43 PM"
"9B18M114.docx","120499","12/3/2023 11:13:43 PM"
"9B18M115.docx","80207","12/3/2023 11:13:44 PM"
"9B18M116.docx","136289","12/3/2023 11:13:44 PM"
"9B18M117.docx","197405","12/3/2023 11:13:44 PM"
"9B18M118.docx","99355","12/3/2023 11:13:44 PM"
"9B18M119.docx","2543206","12/3/2023 11:13:45 PM"
"9B18M120.docx","49213","12/3/2023 11:13:45 PM"
"9B18M121.docx","66340","12/3/2023 11:13:45 PM"
"9B18M122.docx","107353","12/3/2023 11:13:45 PM"
"9B18M123.docx","64608","12/3/2023 11:13:45 PM"
"9B18M124.docx","206206","12/3/2023 11:13:46 PM"
"9B18M125.docx","102152","12/3/2023 11:13:46 PM"
"9B18M126.docx","392002","12/3/2023 11:13:46 PM"
"9B18M127.docx","314677","12/3/2023 11:13:46 PM"
"9B18M128.docx","262154","12/3/2023 11:13:46 PM"
"9B18M129.docx","210337","12/3/2023 11:13:47 PM"
"9B18M130.docx","113073","12/3/2023 11:13:47 PM"
"9B18M131.docx","128162","12/3/2023 11:13:47 PM"
"9B18M132.docx","11581655","12/3/2023 11:13:49 PM"
"9B18M133.docx","51239","12/3/2023 11:13:49 PM"
"9B18M134.docx","50434","12/3/2023 11:13:49 PM"
"9B18M135.docx","50222","12/3/2023 11:13:50 PM"
"9B18M136.docx","51783","12/3/2023 11:13:50 PM"
"9B18M137.docx","532576","12/3/2023 11:13:50 PM"
"9B18M138.docx","72577","12/3/2023 11:13:50 PM"
"9B18M139.docx","158692","12/3/2023 11:13:51 PM"
"9B18M140.docx","79499","12/3/2023 11:13:51 PM"
"9B18M141.docx","173638","12/3/2023 11:13:51 PM"
"9B18M142.docx","97558","12/3/2023 11:13:52 PM"
"9B18M143.docx","109807","12/3/2023 11:13:52 PM"
"9B18M144.docx","75229","12/3/2023 11:13:52 PM"
"9B18M145.docx","114787","12/3/2023 11:13:52 PM"
"9B18M146.docx","1155184","12/3/2023 11:13:53 PM"
"9B18M147.docx","103984","12/3/2023 11:13:53 PM"
"9B18M148.docx","131253","12/3/2023 11:13:53 PM"
"9B18M149.docx","85370","12/3/2023 11:13:53 PM"
"9B18M150.docx","123192","12/3/2023 11:13:53 PM"
"9B18M151.docx","95233","12/3/2023 11:13:53 PM"
"9B18M152.docx","101771","12/3/2023 11:13:54 PM"
"9B18M153.docx","2450590","12/3/2023 11:13:54 PM"
"9B18M154.docx","684046","12/3/2023 11:13:54 PM"
"9B18M155.docx","294679","12/3/2023 11:13:54 PM"
"9B18M156.docx","64366","12/3/2023 11:13:55 PM"
"9B18M157.docx","308501","12/3/2023 11:13:55 PM"
"9B18M158.docx","187398","12/3/2023 11:13:56 PM"
"9B18M159.docx","1451977","12/3/2023 11:13:56 PM"
"9B18M161.docx","103521","12/3/2023 11:13:57 PM"
"9B18M162.docx","982723","12/3/2023 11:13:57 PM"
"9B18M163.docx","76150","12/3/2023 11:13:57 PM"
"9B18M164.docx","566313","12/3/2023 11:13:57 PM"
"9B18M165.docx","914359","12/3/2023 11:13:57 PM"
"9B18M166.docx","74717","12/3/2023 11:13:57 PM"
"9B18M167.docx","51867","12/3/2023 11:13:57 PM"
"9B18M168.docx","620721","12/3/2023 11:13:58 PM"
"9B18M169.docx","1625067","12/3/2023 11:13:58 PM"
"9B18M170.docx","157656","12/3/2023 11:13:58 PM"
"9B18M172.docx","2009678","12/3/2023 11:13:58 PM"
"9B18M174.docx","706494","12/3/2023 11:13:59 PM"
"9B18M175.docx","258836","12/3/2023 11:13:59 PM"
"9B18M176.docx","148197","12/3/2023 11:13:59 PM"
"9B18M177.docx","301894","12/3/2023 11:13:59 PM"
"9B18M178.docx","78102","12/3/2023 11:13:59 PM"
"9B18M179.docx","366494","12/3/2023 11:14:00 PM"
"9B18M180.docx","454099","12/3/2023 11:14:00 PM"
"9B18M181.docx","438822","12/3/2023 11:14:04 PM"
"9B18M182.docx","101465","12/3/2023 11:14:06 PM"
"9B18M183.docx","66330","12/3/2023 11:14:06 PM"
"9B18M184.docx","77950","12/3/2023 11:14:06 PM"
"9B18M185.docx","102544","12/3/2023 11:14:06 PM"
"9B18M186.docx","599535","12/3/2023 11:14:06 PM"
"9B18M187.docx","103261","12/3/2023 11:14:07 PM"
"9B18M188.docx","183431","12/3/2023 11:14:07 PM"
"9B18M189.docx","144430","12/3/2023 11:14:07 PM"
"9B18M190.docx","100603","12/3/2023 11:14:07 PM"
"9B18M191.docx","1357610","12/3/2023 11:14:07 PM"
"9B18M192.docx","227097","12/3/2023 11:14:07 PM"
"9B18M193.docx","75273","12/3/2023 11:14:07 PM"
"9B18M194.docx","680534","12/3/2023 11:14:08 PM"
"9B18M195.docx","235652","12/3/2023 11:14:08 PM"
"9B18M196.docx","143989","12/3/2023 11:14:08 PM"
"9B18M197.docx","133025","12/3/2023 11:14:08 PM"
"9B18M198.docx","70658","12/3/2023 11:14:08 PM"
"9B18M199.docx","77103","12/3/2023 11:14:08 PM"
"9B18M200.docx","71372","12/3/2023 11:14:08 PM"
"9B18M201.docx","392362","12/3/2023 11:14:08 PM"
"9B18M202.docx","107517","12/3/2023 11:14:09 PM"
"9B18M203.docx","111902","12/3/2023 11:14:09 PM"
"9B18N001.docx","90214","12/3/2023 11:14:09 PM"
"9B18N002.docx","1180745","12/3/2023 11:14:09 PM"
"9B18N003.docx","77213","12/3/2023 11:14:10 PM"
"9B18N004.docx","354128","12/3/2023 11:14:10 PM"
"9B18N005.docx","58491","12/3/2023 11:14:10 PM"
"9B18N006.docx","611241","12/3/2023 11:14:11 PM"
"9B18N007.docx","229282","12/3/2023 11:14:13 PM"
"9B18N008.docx","64459","12/3/2023 11:14:15 PM"
"9B18N009.docx","198851","12/3/2023 11:14:16 PM"
"9B18N010.docx","80826","12/3/2023 11:14:16 PM"
"9B18N011.docx","136568","12/3/2023 11:14:16 PM"
"9B18N012.docx","107291","12/3/2023 11:14:16 PM"
"9B18N013.docx","128672","12/3/2023 11:14:16 PM"
"9B18N014.docx","76594","12/3/2023 11:14:16 PM"
"9B18N015.docx","151810","12/3/2023 11:14:16 PM"
"9B18N017.docx","463632","12/3/2023 11:14:16 PM"
"9B18N018.docx","138316","12/3/2023 11:14:17 PM"
"9B18N019.docx","76707","12/3/2023 11:14:17 PM"
"9B18N020.docx","128841","12/3/2023 11:14:17 PM"
"9B18N021.docx","142113","12/3/2023 11:14:18 PM"
"9B18N022.docx","299858","12/3/2023 11:14:18 PM"
"9B18N023.docx","97160","12/3/2023 11:14:18 PM"
"9B18N024.docx","94547","12/3/2023 11:14:18 PM"
"9B18N025.docx","56702","12/3/2023 11:14:18 PM"
"9B18N026.docx","125302","12/3/2023 11:14:18 PM"
"9B18N027.docx","980299","12/3/2023 11:14:19 PM"
"9B19A001.docx","93672","12/3/2023 11:12:38 PM"
"9B19A002.docx","890559","12/3/2023 11:12:38 PM"
"9B19A003.docx","67755","12/3/2023 11:12:39 PM"
"9B19A004.docx","735245","12/3/2023 11:12:39 PM"
"9B19A005.docx","72615","12/3/2023 11:12:40 PM"
"9B19A006.docx","3145942","12/3/2023 11:12:40 PM"
"9B19A007.docx","75958","12/3/2023 11:12:40 PM"
"9B19A008.docx","86275","12/3/2023 11:12:40 PM"
"9B19A009.docx","669676","12/3/2023 11:12:41 PM"
"9B19A010.docx","92990","12/3/2023 11:12:41 PM"
"9B19A011.docx","501128","12/3/2023 11:12:41 PM"
"9B19A012.docx","2231011","12/3/2023 11:12:41 PM"
"9B19A013.docx","66149","12/3/2023 11:12:42 PM"
"9B19A014.docx","2129327","12/3/2023 11:12:42 PM"
"9B19A015.docx","5875500","12/3/2023 11:12:42 PM"
"9B19A016.docx","2870631","12/3/2023 11:12:43 PM"
"9B19A017.docx","69605","12/3/2023 11:12:43 PM"
"9B19A019.docx","385268","12/3/2023 11:12:43 PM"
"9B19A020.docx","73775","12/3/2023 11:12:43 PM"
"9B19A021.docx","1496910","12/3/2023 11:12:43 PM"
"9B19A022.docx","8449742","12/3/2023 11:12:44 PM"
"9B19A023.docx","683136","12/3/2023 11:12:44 PM"
"9B19A024.docx","1522508","12/3/2023 11:12:44 PM"
"9B19A025.docx","91884","12/3/2023 11:12:44 PM"
"9B19A026.docx","1123816","12/3/2023 11:12:45 PM"
"9B19A027.docx","74768","12/3/2023 11:12:45 PM"
"9B19A028.docx","1361416","12/3/2023 11:12:46 PM"
"9B19A029.docx","1706605","12/3/2023 11:12:46 PM"
"9B19A030.docx","828922","12/3/2023 11:12:46 PM"
"9B19A031.docx","142329","12/3/2023 11:12:47 PM"
"9B19A033.docx","83732","12/3/2023 11:12:47 PM"
"9B19A034.docx","862658","12/3/2023 11:12:47 PM"
"9B19A035.docx","98918","12/3/2023 11:12:47 PM"
"9B19A037.docx","78560","12/3/2023 11:12:47 PM"
"9B19A038.docx","1437249","12/3/2023 11:12:50 PM"
"9B19A039.docx","976749","12/3/2023 11:12:51 PM"
"9B19A042.docx","99312","12/3/2023 11:12:51 PM"
"9B19A043.docx","1065643","12/3/2023 11:12:51 PM"
"9B19A046.docx","69159","12/3/2023 11:12:51 PM"
"9B19A047.docx","83461","12/3/2023 11:12:51 PM"
"9B19A048.docx","94251","12/3/2023 11:12:51 PM"
"9B19A049.docx","60774","12/3/2023 11:12:51 PM"
"9B19A050.docx","49821","12/3/2023 11:12:51 PM"
"9B19A051.docx","76282","12/3/2023 11:12:52 PM"
"9B19A052.docx","94352","12/3/2023 11:12:52 PM"
"9B19A053.docx","698746","12/3/2023 11:12:52 PM"
"9B19A054.docx","432541","12/3/2023 11:12:52 PM"
"9B19A055.docx","759003","12/3/2023 11:12:53 PM"
"9B19A056.docx","61368","12/3/2023 11:12:53 PM"
"9B19A057.docx","72980","12/3/2023 11:12:53 PM"
"9B19A058.docx","81090","12/3/2023 11:12:53 PM"
"9B19B001.docx","70251","12/3/2023 11:12:53 PM"
"9B19B002.docx","115794","12/3/2023 11:12:54 PM"
"9B19B003.docx","130185","12/3/2023 11:12:54 PM"
"9B19B004.docx","156804","12/3/2023 11:12:54 PM"
"9B19B005.docx","108005","12/3/2023 11:12:54 PM"
"9B19B006.docx","110496","12/3/2023 11:12:55 PM"
"9B19B007.docx","112511","12/3/2023 11:12:55 PM"
"9B19B008.docx","113403","12/3/2023 11:12:55 PM"
"9B19B009.docx","55064","12/3/2023 11:12:55 PM"
"9B19B010.docx","831635","12/3/2023 11:12:55 PM"
"9B19B013.docx","208213","12/3/2023 11:12:56 PM"
"9B19B014.docx","667641","12/3/2023 11:12:56 PM"
"9B19B015.docx","69837","12/3/2023 11:12:56 PM"
"9B19B016.docx","77402","12/3/2023 11:12:56 PM"
"9B19B017.docx","1136131","12/3/2023 11:12:57 PM"
"9B19C001.docx","74877","12/3/2023 11:12:57 PM"
"9B19C002.docx","108251","12/3/2023 11:12:57 PM"
"9B19C003.docx","80242","12/3/2023 11:12:57 PM"
"9B19C004.docx","124348","12/3/2023 11:12:57 PM"
"9B19C005.docx","298304","12/3/2023 11:12:57 PM"
"9B19C006.docx","293098","12/3/2023 11:12:57 PM"
"9B19C007.docx","96158","12/3/2023 11:12:58 PM"
"9B19C008.docx","72164","12/3/2023 11:12:58 PM"
"9B19C009.docx","82863","12/3/2023 11:12:58 PM"
"9B19C010.docx","637607","12/3/2023 11:12:58 PM"
"9B19C011.docx","56409","12/3/2023 11:12:58 PM"
"9B19C012.docx","1171906","12/3/2023 11:12:58 PM"
"9B19C013.docx","235294","12/3/2023 11:12:58 PM"
"9B19C014.docx","334727","12/3/2023 11:12:59 PM"
"9B19C015.docx","81080","12/3/2023 11:12:59 PM"
"9B19C016.docx","865864","12/3/2023 11:12:59 PM"
"9B19C017.docx","1550974","12/3/2023 11:12:59 PM"
"9B19C018.docx","206502","12/3/2023 11:13:00 PM"
"9B19C019.docx","75291","12/3/2023 11:13:00 PM"
"9B19C020.docx","396143","12/3/2023 11:13:05 PM"
"9B19C021.docx","61266","12/3/2023 11:13:05 PM"
"9B19C022.docx","74069","12/3/2023 11:13:05 PM"
"9B19C023.docx","217326","12/3/2023 11:13:06 PM"
"9B19C024.docx","1038063","12/3/2023 11:13:06 PM"
"9B19C026.docx","73050","12/3/2023 11:13:06 PM"
"9B19C027.docx","79157","12/3/2023 11:13:06 PM"
"9B19C028.docx","197847","12/3/2023 11:13:07 PM"
"9B19C029.docx","938690","12/3/2023 11:13:07 PM"
"9B19C030.docx","66920","12/3/2023 11:13:07 PM"
"9B19C031.docx","290166","12/3/2023 11:13:08 PM"
"9B19C032.docx","907915","12/3/2023 11:13:08 PM"
"9B19D001.docx","1407799","12/3/2023 11:13:08 PM"
"9B19D002.docx","560195","12/3/2023 11:13:08 PM"
"9B19D003.docx","423958","12/3/2023 11:13:09 PM"
"9B19D004.docx","321234","12/3/2023 11:13:09 PM"
"9B19D005.docx","62589","12/3/2023 11:13:09 PM"
"9B19D006.docx","691996","12/3/2023 11:13:09 PM"
"9B19D007.docx","849416","12/3/2023 11:13:10 PM"
"9B19D008.docx","59995","12/3/2023 11:13:10 PM"
"9B19D009.docx","499651","12/3/2023 11:13:10 PM"
"9B19D010.docx","103803","12/3/2023 11:13:10 PM"
"9B19D012.docx","64837","12/3/2023 11:13:10 PM"
"9B19D013.docx","186271","12/3/2023 11:13:11 PM"
"9B19D014.docx","63174","12/3/2023 11:13:11 PM"
"9B19D015.docx","133012","12/3/2023 11:13:11 PM"
"9B19D016.docx","65197","12/3/2023 11:13:12 PM"
"9B19D018.docx","299152","12/3/2023 11:13:12 PM"
"9B19D020.docx","94992","12/3/2023 11:13:12 PM"
"9B19D021.docx","131154","12/3/2023 11:13:12 PM"
"9B19D022.docx","203909","12/3/2023 11:13:12 PM"
"9B19D023.docx","159084","12/3/2023 11:13:13 PM"
"9B19D024.docx","312599","12/3/2023 11:13:13 PM"
"9B19E001.docx","713541","12/3/2023 11:13:13 PM"
"9B19E002.docx","250879","12/3/2023 11:13:13 PM"
"9B19E003.docx","818432","12/3/2023 11:13:13 PM"
"9B19E004.docx","555059","12/3/2023 11:13:13 PM"
"9B19E006.docx","122091","12/3/2023 11:13:13 PM"
"9B19E007.docx","78877","12/3/2023 11:13:13 PM"
"9B19E008.docx","3527204","12/3/2023 11:13:14 PM"
"9B19E009.docx","625167","12/3/2023 11:13:14 PM"
"9B19E010.docx","1382383","12/3/2023 11:13:21 PM"
"9B19E011.docx","168264","12/3/2023 11:13:21 PM"
"9B19E012.docx","128184","12/3/2023 11:13:21 PM"
"9B19E013.docx","74660","12/3/2023 11:13:21 PM"
"9B19E014.docx","84823","12/3/2023 11:13:22 PM"
"9B19E015.docx","103863","12/3/2023 11:13:22 PM"
"9B19E016.docx","163635","12/3/2023 11:13:22 PM"
"9B19E019.docx","80136","12/3/2023 11:13:22 PM"
"9B19E020.docx","114946","12/3/2023 11:13:22 PM"
"9B19E021.docx","1047580","12/3/2023 11:13:23 PM"
"9B19E022.docx","216996","12/3/2023 11:13:23 PM"
"9B19E023.docx","431682","12/3/2023 11:13:23 PM"
"9B19M001.docx","81311","12/3/2023 11:13:24 PM"
"9B19M002.docx","98503","12/3/2023 11:13:24 PM"
"9B19M003.docx","103247","12/3/2023 11:13:24 PM"
"9B19M004.docx","323546","12/3/2023 11:13:24 PM"
"9B19M005.docx","72905","12/3/2023 11:13:25 PM"
"9B19M006.docx","721789","12/3/2023 11:13:25 PM"
"9B19M007.docx","100829","12/3/2023 11:13:27 PM"
"9B19M008.docx","176587","12/3/2023 11:13:27 PM"
"9B19M009.docx","112464","12/3/2023 11:13:28 PM"
"9B19M010.docx","449581","12/3/2023 11:13:28 PM"
"9B19M011.docx","1601664","12/3/2023 11:13:28 PM"
"9B19M012.docx","236911","12/3/2023 11:13:29 PM"
"9B19M013.docx","252421","12/3/2023 11:13:29 PM"
"9B19M014.docx","776375","12/3/2023 11:13:29 PM"
"9B19M015.docx","62060","12/3/2023 11:13:29 PM"
"9B19M016.docx","86607","12/3/2023 11:13:29 PM"
"9B19M017.docx","143741","12/3/2023 11:13:30 PM"
"9B19M018.docx","3684918","12/3/2023 11:13:30 PM"
"9B19M019.docx","134212","12/3/2023 11:13:31 PM"
"9B19M021.docx","66462","12/3/2023 11:13:31 PM"
"9B19M022.docx","1804335","12/3/2023 11:13:31 PM"
